"PALLISIDE FOAMED PVC"
"Number of HRR Curves","05"
"Heat Flux",30
"Number of HRR Data Pairs",676
"sec,kw/m2"
760.9,45.8
761.8,45.6
762.8,46.8
763.7,46.8
764.9,46.6
766.1,45.7
767,45.9
768,46.1
768.8,45.8
769.8,46.3
770.8,46.2
771.8,46.3
773.1,46
774.1,45.7
774.9,45.9
775.9,46
776.9,45.5
777.8,45.6
779.9,45.7
780.4,46.2
781.1,45.9
782,45.8
783,46.9
783.9,47
784.6,46.4
785.8,46.2
786.9,46.8
788.1,46.9
789.1,46.3
790,46
790.9,45.9
791.6,45.3
792.8,45.1
793.7,45.5
794.8,45.6
796.1,46
797,46.1
797.9,45.8
798.9,46.3
799.8,46.1
800.8,46.3
801.7,46.3
803.1,45.7
804,46.5
805,46.2
805.9,46.3
806.9,46.2
807.6,45.5
808.7,46.5
809.9,46.4
810.9,46.8
812,45.7
813,46.1
813.9,46
814.8,45.8
815.8,46.2
816.9,46.2
818,45.7
819.1,46.1
820,45.7
820.9,46.6
821.6,46.5
822.8,46.1
823.7,47
824.8,46.7
826.1,46.1
827,45.8
827.9,46
828.9,46.4
829.8,45.6
830.7,46
831.9,46
833.1,46.3
833.8,46
835,45.7
835.9,46.2
836.8,46.1
837.8,46
838.7,46.5
839.9,47.1
841.1,46.6
842,46.7
843,46.6
843.8,46.9
844.8,46.7
845.8,46.5
846.8,45.8
848.1,46.2
849.1,45.4
850,46.3
850.7,45.8
851.9,46
852.8,46
853.7,46.1
854.9,46.2
856.1,46.1
856.9,46.5
858,46.2
858.9,45.8
859.8,45.9
860.8,46.8
861.9,46.7
863.1,46.7
864,46.7
865,46.2
865.9,46.3
866.8,46.5
867.8,47.1
868.7,46.2
869.9,46.2
870.9,46.5
872,45.9
873,46
873.8,46
874.8,45.7
875.8,45.8
876.8,46.6
878.1,46
880.7,45.9
881.2,46.3
881.6,45.9
882.1,46.9
882.8,46.1
883.7,45.8
884.8,46.5
886.1,46.7
887,46
887.9,46
888.9,45
889.8,45.4
890.8,45.8
891.8,45.7
893.1,45.9
894.1,46.2
894.9,46.5
895.9,46.4
896.9,45.9
897.8,46.4
898.7,46.4
899.9,45.7
901.1,46
901.9,46
903,45.9
903.9,46.2
904.8,46.1
905.7,46
906.9,46.1
908.1,45.6
909,45.5
910,46.3
910.9,45.6
911.8,45.7
912.8,45.5
913.7,45.6
914.9,45.7
916.1,45.9
917,46
918,45.8
918.8,45.9
919.8,45.9
920.8,46.3
921.9,45.9
923,45.9
924.1,45.9
925,45.9
925.9,45.8
926.8,45.7
927.8,46.1
928.7,46
929.9,46.2
931.1,46.4
932,46
933,45.8
933.8,46.1
934.8,46.1
935.8,46.1
936.9,45.9
938.1,46
939.1,46.8
939.9,45.8
940.9,46.5
941.9,46.4
942.8,46.3
943.5,45.9
944.9,45.8
946.1,45.6
946.9,45.9
948,46.1
948.9,46.8
949.8,45.9
950.5,46
951.9,46.3
953,46.1
954.1,0
955,0
955.9,0
956.8,0
957.8,0
958.7,0
959.9,0
961.1,0
962,0
963,0
963.7,0
964.8,0
965.8,0
966.8,0
968.1,0
"Ignition Data"
"Number of Pairs",17
"flux kw/m2,ignition time sec, peak hrr kw/m2"
30,278.5,114.3
30,204.7,93.9
50,75.5,162.1
50,24.5,123.5
50,90.5,140.8
50,73.5,153.5
60,74.5,185.9
60,36.1,146.8
60,32.2,162.9
60,86.3,146.7
60,32.2,155.2
70,27.1,164.2
70,31.3,163.9
70,85.5,176.8
70,63.4,205
75,23.1,209.5
75,22.1,179.6
"Flame Spread Parameter",0
"Min Surface Temp For Spread",0
"Effective Heat of Combustion",7.1
